indicator,type,description,Msbom,Mnetwork,Mmetadata,Score,Decision
"rule GRIZZLY_STEPPE_Malware_1 {

   meta:

      description = ""Auto-generated rule - file HRDG022184_certclint.dll""

      author = ""Florian Roth""

      reference = ""https://goo.gl/WVflzO""

      date = ""2016-12-29""

      hash1 = ""9f918fb741e951a10e68ce6874b839aef5a26d60486db31e509f8dcaa13acec5""

   strings:

      $s1 = ""S:\\Lidstone\\renewing\\HA\\disable\\In.pdb"" fullword ascii

      $s2 = ""Repeat last find command)Replace specific text with different text"" fullword wide

      $s3 = ""l\\Processor(0)\\% Processor Time"" fullword wide

      $s6 = ""Self Process"" fullword wide

      $s7 = ""Default Process"" fullword wide

      $s8 = ""Star Polk.exe"" fullword wide

   condition:

      ( uint16(0) == 0x5a4d and filesize < 300KB and 4 of them )

}",yara,,0,1,0,0.3,Filter
Bonjour XXX jai trouA tes photos privAs ici http://bit.ly/2fY0Zhw clique pour les voir,text,Content of the SMS text. XXX was redacted and the name of the victim,0,0,0,0.0,Filter
Mirai,threat-actor,,0,0,0,0.0,Filter
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS (\

msg: â€œCrowdStrike FANCY BEAR X-Agent Android C2 Requestâ€; \

flow: established,to_server; \

content: â€œlm=â€; http_uri; \

pcre: â€œ/^\/(watch|search|find|results|open|close)\/\?/Uâ€; \

pcre: â€œ/[\?\&](text|from|ags|oe|aq|btnG|oprnd)=/Uâ€; \

classtype: trojan-activity; metadata: service http; \

sid: XXXX; rev: 20160815;)",snort,Snort rule matches on the X-Agent-Android C2 beacon request,1,1,0,0.9,Push
"rule linux_rakos

{

    meta:

        description = ""Linux/Rakos.A executable""

        author = ""Peter KÃ¡lnai""

        date = ""2016-12-13""

        reference = ""http://www.welivesecurity.com/2016/12/20/new-linuxrakos-threat-devices-servers-ssh-scan/""

        version = ""1""

        contact = ""threatintel@eset.com""

        license = ""BSD 2-Clause""





    strings:

        $ = ""upgrade/vars.yaml""

        $ = ""MUTTER""

        $ = ""/tmp/.javaxxx""

        $ = ""uckmydi""



    condition:

        3 of them

}",yara,,1,1,0,0.9,Push
CVE-2016-4117,vulnerability,,0,0,0,0.0,Filter
Trojan:Win32/Depriz.D!dha,text,,0,0,0,0.0,Filter
Trojan:Win32/Depriz.C!dha,text,,0,0,0,0.0,Filter
Trojan:Win32/Depriz.B!dha,text,,0,0,0,0.0,Filter
Trojan:Win32/Depriz.A!dha,text,,0,0,0,0.0,Filter
ZÃ1⁄4rcher Kantonalbank,target-org,,0,0,0,0.0,Filter
Volksbank,target-org,,0,0,0,0.0,Filter
Sparkasse,target-org,,0,0,0,0.0,Filter
Schaffhauser Kantonalbank,target-org,,0,0,0,0.0,Filter
Raiffeisen Bank,target-org,,0,0,0,0.0,Filter
Obwaldner Kantonalbank,target-org,,0,0,0,0.0,Filter
Ober Bank,target-org,,0,0,0,0.0,Filter
Luzerner Kantonalbank,target-org,,0,0,0,0.0,Filter
Glarner Kantonalbank,target-org,,0,0,0,0.0,Filter
Credit Suisse,target-org,,0,0,0,0.0,Filter
BKB Bank,target-org,,0,0,0,0.0,Filter
Banque Cantonale de Fribourg,target-org,,0,0,0,0.0,Filter
Bank Austria,target-org,,0,0,0,0.0,Filter
Aargauische Kantonalbank,target-org,,0,0,0,0.0,Filter
svchost32.exe|700da63837f92dffbaca3042102730c7,malware-sample,Cerber ransomware,0,0,0,0.0,Filter
"rule keyboy_exploit_doc_meta{

meta:

author = ""Matt Brooks, @cmatthewbrooks""

desc = ""Matches the meta associated with these exploit docs""

date = ""2016-09-30""



strings:

$role = ""{\\author Master}{\\operator Master}""

$creatim = ""{\\creatim\\yr2015\\mo10\\dy16\\hr11\\min37}""

$revtim = ""{\\revtim\\yr2015\\mo10\\dy16\\hr13\\min54}""



condition:

uint32be(0) == 0x7B5C7274 and

filesize < 1MB and

all of them

}",yara,,0,0,0,0.0,Filter
"rule CVE_2012_0158_KeyBoy {

meta:

author = ""Etienne Maynier <etienne@citizenlab.ca>""

description = ""CVE-2012-0158 variant""

file = ""8307e444cad98b1b59568ad2eba5f201""



strings:

$a = ""d0cf11e0a1b11ae1000000000000000000000000000000003e000300feff09000600000000000000000000000100000001"" nocase // OLE header

$b = ""ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff"" nocase // junk data

$c = /5(\{\\b0\}|)[ ]*2006F00(\{\\b0\}|)[ ]*6F007(\{\\b0\}|)[ ]*400200045(\{\\b0\}|)[ ]*006(\{\\b0\}|)[ ]*E007(\{\\b0\}|)[ ]*400720079/ nocase

$d = ""MSComctlLib.ListViewCtrl.2""

$e = ""ac38c874503c307405347aaaebf2ac2c31ebf6e8e3"" nocase //decoding shellcode



condition:

all of them

}",yara,,0,1,0,0.3,Filter
CVE-2014-4114,vulnerability,,0,0,0,0.0,Filter
"import ""pe""

rule keyboy_init_config_section

{

meta:

author = ""Matt Brooks, @cmatthewbrooks""

desc = ""Matches the Init section where the config is stored""

date = ""2016-08-28""



condition:

//MZ header

uint16(0) == 0x5A4D and



//PE signature

uint32(uint32(0x3C)) == 0x00004550 and



//Payloads are normally smaller but the new dropper we spotted

//is a bit larger.

filesize < 300KB and



//Observed virtual sizes of the .Init section vary but they've

//always been 1024, 2048, or 4096 bytes.

for any i in (0..pe.number_of_sections - 1):

(

pe.sections[i].name == "".Init"" and

pe.sections[i].virtual_size % 1024 == 0

)

}",yara,,0,0,0,0.0,Filter
"rule keyboy_systeminfo

{

meta:

author = ""Matt Brooks, @cmatthewbrooks""

desc = ""Matches the system information format before sending to C2""

date = ""2016-08-28""

md5 = ""495adb1b9777002ecfe22aaf52fcee93""



strings:

//These strings are ASCII pre-2015 and UNICODE in 2016

$s1 = ""SystemVersion: %s"" ascii wide

$s2 = ""Product ID: %s"" ascii wide

$s3 = ""InstallPath: %s"" ascii wide

$s4 = ""InstallTime: %d-%d-%d, %02d:%02d:%02d"" ascii wide

$s5 = ""ResgisterGroup: %s"" ascii wide

$s6 = ""RegisterUser: %s"" ascii wide

$s7 = ""ComputerName: %s"" ascii wide

$s8 = ""WindowsDirectory: %s"" ascii wide

$s9 = ""System Directory: %s"" ascii wide

$s10 = ""Number of Processors: %d"" ascii wide

$s11 = ""CPU[%d]: %s: %sMHz"" ascii wide

$s12 = ""RAM: %dMB Total, %dMB Free."" ascii wide

$s13 = ""DisplayMode: %d x %d, %dHz, %dbit"" ascii wide

$s14 = ""Uptime: %d Days %02u:%02u:%02u"" ascii wide



condition:

//MZ header

uint16(0) == 0x5A4D and



//PE signature

uint32(uint32(0x3C)) == 0x00004550 and

filesize < 200KB and

7 of them

}",yara,,0,0,0,0.0,Filter
"rule keyboy_errors

{

meta:

author = ""Matt Brooks, @cmatthewbrooks""

desc = ""Matches the sample's shell error2 log statements""

date = ""2016-08-28""

md5 = ""495adb1b9777002ecfe22aaf52fcee93""



strings:

//These strings are in ASCII pre-2015 and UNICODE in 2016

$error = ""Error2"" ascii wide

//2016 specific:

$s1 = ""Can't find [%s]!Check the file name and try again!"" ascii wide

$s2 = ""Open [%s] error! %d"" ascii wide

$s3 = ""The Size of [%s] is zero!"" ascii wide

$s4 = ""CreateThread DownloadFile[%s] Error!"" ascii wide

$s5 = ""UploadFile [%s] Error:Connect Server Failed!"" ascii wide

$s6 = ""Receive [%s] Error(Recved[%d] != Send[%d])!"" ascii wide

$s7 = ""Receive [%s] ok! Use %2.2f seconds, Average speed %2.2f k/s"" ascii wide

$s8 = ""CreateThread UploadFile[%s] Error!"" ascii wide

//Pre-2016:

$s9 = ""Ready Download [%s] ok!"" ascii wide

$s10 = ""Get ControlInfo from FileClient error!"" ascii wide

$s11 = ""FileClient has a error!"" ascii wide

$s12 = ""VirtualAlloc SendBuff Error(%d)"" ascii wide

$s13 = ""ReadFile [%s] Error(%d)..."" ascii wide

$s14 = ""ReadFile [%s] Data[Readed(%d) != FileSize(%d)] Error..."" ascii wide

$s15 = ""CreateThread DownloadFile[%s] Error!"" ascii wide

$s16 = ""RecvData MyRecv_Info Size Error!"" ascii wide

$s17 = ""RecvData MyRecv_Info Tag Error!"" ascii wide

$s18 = ""SendData szControlInfo_1 Error!"" ascii wide

$s19 = ""SendData szControlInfo_3 Error!"" ascii wide

$s20 = ""VirtualAlloc RecvBuff Error(%d)"" ascii wide

$s21 = ""RecvData Error!"" ascii wide

$s22 = ""WriteFile [%s} Error(%d)..."" ascii wide



condition:

//MZ header

uint16(0) == 0x5A4D and



//PE signature

uint32(uint32(0x3C)) == 0x00004550 and

filesize < 200KB and

$error and 3 of ($s*)

}",yara,,1,1,0,0.9,Push
"rule keyboy_commands

{

meta:

author = ""Matt Brooks, @cmatthewbrooks""

desc = ""Matches the 2016 sample's sent and received commands""

date = ""2016-08-28""

md5 = ""495adb1b9777002ecfe22aaf52fcee93""



strings:

$s1 = ""Update"" wide fullword

$s2 = ""UpdateAndRun"" wide fullword

$s3 = ""Refresh"" wide fullword

$s4 = ""OnLine"" wide fullword

$s5 = ""Disconnect"" wide fullword

$s6 = ""Pw_Error"" wide fullword

$s7 = ""Pw_OK"" wide fullword

$s8 = ""Sysinfo"" wide fullword

$s9 = ""Download"" wide fullword

$s10 = ""UploadFileOk"" wide fullword

$s11 = ""RemoteRun"" wide fullword

$s12 = ""FileManager"" wide fullword



condition:

//MZ header

uint16(0) == 0x5A4D and



//PE signature

uint32(uint32(0x3C)) == 0x00004550 and

filesize < 200KB and

6 of them

}",yara,,0,0,0,0.0,Filter
"rule new_keyboy_header_codes

{

meta:

author = ""Matt Brooks, @cmatthewbrooks""

desc = ""Matches the 2016 sample's header codes""

date = ""2016-08-28""

md5 = ""495adb1b9777002ecfe22aaf52fcee93""



strings:

$s1 = ""*l*"" wide fullword

$s2 = ""*a*"" wide fullword

$s3 = ""*s*"" wide fullword

$s4 = ""*d*"" wide fullword

$s5 = ""*f*"" wide fullword

$s6 = ""*g*"" wide fullword

$s7 = ""*h*"" wide fullword



condition:

//MZ header

uint16(0) == 0x5A4D and



//PE signature

uint32(uint32(0x3C)) == 0x00004550 and

filesize < 200KB and

all of them

}",yara,,0,0,0,0.0,Filter
"import ""pe""

rule new_keyboy_export

{

meta:

author = ""Matt Brooks, @cmatthewbrooks""

desc = ""Matches the new 2016 sample's export""

date = ""2016-08-28""

md5 = ""495adb1b9777002ecfe22aaf52fcee93""



condition:

//MZ header

uint16(0) == 0x5A4D and



//PE signature

uint32(uint32(0x3C)) == 0x00004550 and





filesize < 200KB and





//The malware family seems to share many exports

//but this is the new kid on the block.

pe.exports(""cfsUpdate"")

}",yara,,0,0,0,0.0,Filter
"POST /UlisseREST/api/actions/RequestActionsToExecute HTTP/1.1

Connection: Keep-Alive

Content-Type: application/json

Accept: application/json

User-Agent: Dalvik/1.6.0 (Linux; U; Android 4.4.2; BLU STUDIO 5.0 C Build/KOT49H)

Host: 68.233.237.11

Accept-Encoding: gzip

Content-Length: 475

{""CommandLine"":"""",""CurrentDirectory"":"""",""Id"":""8f4af21e-29fb-48e9-8b52-8cf87fcdec57"",""LeaID"":""00000000-0000-0000-0000-000000000000"",""MachineName"":""BLU BLU STUDIO 5.0 C BLU STUDIO 5.0 C IMEI: XXXXXXXXXXXXXXX IMSI: null"",""OsType"":5,""Platform"":"" Board:BLU STUDIO 5.0 C Brand:BLU Device:BLU STUDIO 5.0 C"",""Version"":""Release: 4.4.2 CodeName: REL Inc: eng.android.1441800693 SDK: 19"",""ServicePack"":"""",""SystemDirectory"":"""",""UserDomainName"":"""",""UserName"":""android"",""ProcessorCount"":0}",text,RequestActionsToExecute - Request,0,1,0,0.3,Filter
"rule HackingTeam_Android : Android Implant

{

	meta:

		description = ""HackingTeam Android implant, known to detect version v4 - v7""

		author = ""Tim 'diff' Strazzere <strazz@gmail.com>""

        reference = ""http://rednaga.io/2016/11/14/hackingteam_back_for_your_androids/""

		date = ""2016-11-14""

		version = ""1.0""

    strings:

        $decryptor = {

                        12 01               // const/4 v1, 0x0

                        D8 00 ?? ??         // add-int/lit8 ??, ??, ??

                        6E 10 ?? ?? ?? 00   // invoke-virtual {??} -> String.toCharArray()

                        0C 04               // move-result-object v4

                        21 45               // array-length v5, v4

                        01 02               // move v2, v0

                        01 10               // move v0, v1

                        32 50 11 00         // if-eq v0, v5, 0xb

                        49 03 04 00         // aget-char v3, v4, v0

                        DD 06 02 5F         // and-int/lit8 v6, v2, 0x5f <- potentially change the hardcoded xor bit to ??

                        B7 36               // xor-int/2addr v6, v3

                        D8 03 02 ??         // and-int/lit8 v3, v2, ??

                        D8 02 00 01         // and-int/lit8 v2, v0, 0x1

                        8E 66               // int-to-char v6, v6

                        50 06 04 00         // aput-char v6, v4, v0

                        01 20               // move v0, v2

                        01 32               // move v2, v3

                        28 F0               // goto 0xa

                        71 30 ?? ?? 14 05   // invoke-static {v4, v1, v5}, ?? -> String.valueOf()

                        0C 00               // move-result-object v0

                        6E 10 ?? ?? 00 00   // invoke-virtual {v0} ?? -> String.intern()

                        0C 00               // move-result-object v0

                        11 00               // return-object v0

                     }

        // Below is the following string, however encoded as it would appear in the string table (length encoded, null byte padded)

        // Lcom/google/android/global/Settings;

        $settings = {

                        00 24 4C 63 6F 6D 2F 67 6F 6F 67 6C 65 2F 61 6E

                        64 72 6F 69 64 2F 67 6C 6F 62 61 6C 2F 53 65 74

                        74 69 6E 67 73 3B 00

                    }

        // getSmsInputNumbers (Same encoded described above)

        $getSmsInputNumbers = {

                                00 12 67 65 74 53 6D 73 49 6E 70 75 74 4E 75 6D

                                62 65 72 73 00

                              }

    condition:

        $decryptor and ($settings and $getSmsInputNumbers)

}",yara,,0,1,0,0.3,Filter
"alert icmp $HOME_NET any -> $EXTERNAL_NET any (msg:""TDC-SOC - Possible BlackNurse attack from internal source""; itype:3; icode:3; detection_filter:track by_dst, count 250, seconds 1; reference:url, soc.tdc.dk/blacknurse/blacknurse.pdf; metadata:TDC-SOC-CERT,18032016; priority:3; sid:88000013; rev:1;)",snort,,0,1,0,0.3,Filter
"alert icmp $EXTERNAL_NET any -> $HOME_NET any (msg:""TDC-SOC - Possible BlackNurse attack from external source ""; itype:3; icode:3; detection_filter:track by_dst, count 250, seconds 1; reference:url, soc.tdc.dk/blacknurse/blacknurse.pdf; metadata:TDC-SOC-CERT,18032016; priority:3; sid:88000012; rev:1;)",snort,,0,1,0,0.3,Filter
PDM:Trojan.Win32.Generic,text,,0,0,0,0.0,Filter
Trojan-Ransom.Win32.Telecrypt,text,,0,0,0,0.0,Filter
c5c82ecf20af94e0f2a19078b790d8434ccedb59,x509-fingerprint-sha1,,0,0,0,0.0,Filter
"rule Empire_PowerShell_Framework_Gen5 {

   meta:

      description = ""Detects Empire component - from files Invoke-CredentialInjection.ps1, Invoke-PSInject.ps1, Invoke-ReflectivePEInjection.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""1be3e3ec0e364db0c00fad2c59c7041e23af4dd59c4cc7dc9dcf46ca507cd6c8""

      hash2 = ""61e5ca9c1e8759a78e2c2764169b425b673b500facaca43a26c69ff7e09f62c4""

      hash3 = ""eaff29dd0da4ac258d85ecf8b042d73edb01b4db48c68bded2a8b8418dc688b5""

   strings:

      $s1 = ""if ($ExeArgs -ne $null -and $ExeArgs -ne '')"" fullword ascii

      $s2 = ""$ExeArgs = \""ReflectiveExe $ExeArgs\"""" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 1000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_Invoke_Gen {

   meta:

      description = ""Detects Empire component - from files Invoke-DCSync.ps1, Invoke-PSInject.ps1, Invoke-ReflectivePEInjection.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""a3428a7d4f9e677623fadff61b2a37d93461123535755ab0f296aa3b0396eb28""

      hash2 = ""61e5ca9c1e8759a78e2c2764169b425b673b500facaca43a26c69ff7e09f62c4""

      hash3 = ""eaff29dd0da4ac258d85ecf8b042d73edb01b4db48c68bded2a8b8418dc688b5""

   strings:

      $s1 = ""$Shellcode1 += 0x48"" fullword ascii

      $s2 = ""$PEHandle = [IntPtr]::Zero"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 3000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_Invoke_CredentialInjection_Invoke_Mimikatz_Gen {

   meta:

      description = ""Detects Empire component - from files Invoke-CredentialInjection.ps1, Invoke-Mimikatz.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""1be3e3ec0e364db0c00fad2c59c7041e23af4dd59c4cc7dc9dcf46ca507cd6c8""

      hash2 = ""4725a57a5f8b717ce316f104e9472e003964f8eae41a67fd8c16b4228e3d00b3""

   strings:

      $s1 = ""$PELoadedInfo = Invoke-MemoryLoadLibrary -PEBytes $PEBytes -ExeArgs $ExeArgs -RemoteProcHandle $RemoteProcHandle"" fullword ascii

      $s2 = ""$PELoadedInfo = Invoke-MemoryLoadLibrary -PEBytes $PEBytes -ExeArgs $ExeArgs"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 4000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_PowerShell_Framework_Gen4 {

   meta:

      description = ""Detects Empire component - from files Invoke-BypassUAC.ps1, Invoke-CredentialInjection.ps1, Invoke-CredentialInjection.ps1, Invoke-DCSync.ps1, Invoke-DllInjection.ps1, Invoke-Mimikatz.ps1, Invoke-PsExec.ps1, Invoke-PSInject.ps1, Invoke-ReflectivePEInjection.ps1, Invoke-Shellcode.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""743c51334f17751cfd881be84b56f648edbdaf31f8186de88d094892edc644a9""

      hash2 = ""1be3e3ec0e364db0c00fad2c59c7041e23af4dd59c4cc7dc9dcf46ca507cd6c8""

      hash3 = ""1be3e3ec0e364db0c00fad2c59c7041e23af4dd59c4cc7dc9dcf46ca507cd6c8""

      hash4 = ""a3428a7d4f9e677623fadff61b2a37d93461123535755ab0f296aa3b0396eb28""

      hash5 = ""304031aa9eca5a83bdf1f654285d86df79cb3bba4aa8fe1eb680bd5b2878ebf0""

      hash6 = ""4725a57a5f8b717ce316f104e9472e003964f8eae41a67fd8c16b4228e3d00b3""

      hash7 = ""0218be4323959fc6379489a6a5e030bb9f1de672326e5e5b8844ab5cedfdcf88""

      hash8 = ""61e5ca9c1e8759a78e2c2764169b425b673b500facaca43a26c69ff7e09f62c4""

      hash9 = ""eaff29dd0da4ac258d85ecf8b042d73edb01b4db48c68bded2a8b8418dc688b5""

      hash10 = ""fa75cfd57269fbe3ad6bdc545ee57eb19335b0048629c93f1dc1fe1059f60438""

   strings:

      $s1 = ""Where-Object { $_.GlobalAssemblyCache -And $_.Location.Split('\\\\')[-1].Equals('System.dll') }"" fullword ascii

      $s2 = ""# Get a handle to the module specified"" fullword ascii

      $s3 = ""$Kern32Handle = $GetModuleHandle.Invoke($null, @($Module))"" fullword ascii

      $s4 = ""$DynAssembly = New-Object System.Reflection.AssemblyName('ReflectedDelegate')"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 4000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_Invoke_Portscan_Gen {

   meta:

      description = ""Detects Empire component - from files Invoke-Portscan.ps1, Invoke-Portscan.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash2 = ""cf7030be01fab47e79e4afc9e0d4857479b06a5f68654717f3bc1bc67a0f38d3""

   strings:

      $s1 = ""Test-Port -h $h -p $Port -timeout $Timeout"" fullword ascii

      $s2 = ""1 {$nHosts=10;  $Threads = 32;   $Timeout = 5000 }"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 100KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_KeePassConfig_Gen {

   meta:

      description = ""Detects Empire component - from files KeePassConfig.ps1, KeePassConfig.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash2 = ""5a76e642357792bb4270114d7cd76ce45ba24b0d741f5c6b916aeebd45cff2b3""

   strings:

      $s1 = ""$KeePassXML = [xml](Get-Content -Path $KeePassXMLPath)"" fullword ascii

   condition:

      ( uint16(0) == 0x7223 and filesize < 80KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_Invoke_InveighRelay_Gen {

   meta:

      description = ""Detects Empire component - from files Invoke-InveighRelay.ps1, Invoke-InveighRelay.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash2 = ""21b90762150f804485219ad36fa509aeda210d46453307a9761c816040312f41""

   strings:

      $s1 = ""$inveigh.SMBRelay_failed_list.Add(\""$HTTP_NTLM_domain_string\\$HTTP_NTLM_user_string $SMBRelayTarget\"")"" fullword ascii

      $s2 = ""$NTLM_challenge_base64 = [System.Convert]::ToBase64String($HTTP_NTLM_bytes)"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 200KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_PowerShell_Framework_Gen3 {

   meta:

      description = ""Detects Empire component - from files Invoke-CredentialInjection.ps1, Invoke-Mimikatz.ps1, Invoke-PSInject.ps1, Invoke-ReflectivePEInjection.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""1be3e3ec0e364db0c00fad2c59c7041e23af4dd59c4cc7dc9dcf46ca507cd6c8""

      hash2 = ""4725a57a5f8b717ce316f104e9472e003964f8eae41a67fd8c16b4228e3d00b3""

      hash3 = ""61e5ca9c1e8759a78e2c2764169b425b673b500facaca43a26c69ff7e09f62c4""

      hash4 = ""eaff29dd0da4ac258d85ecf8b042d73edb01b4db48c68bded2a8b8418dc688b5""

   strings:

      $s1 = ""if (($PEInfo.FileType -ieq \""DLL\"") -and ($RemoteProcHandle -eq [IntPtr]::Zero))"" fullword ascii

      $s2 = ""remote DLL injection"" ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 4000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_Agent_Gen {

   meta:

      description = ""Detects Empire component - from files agent.ps1, agent.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""380fd09bfbe47d5c8c870c1c97ff6f44982b699b55b61e7c803d3423eb4768db""

      hash2 = ""380fd09bfbe47d5c8c870c1c97ff6f44982b699b55b61e7c803d3423eb4768db""

   strings:

      $s1 = ""$wc.Headers.Add(\""User-Agent\"",$script:UserAgent)"" fullword ascii

      $s2 = ""$min = [int]((1-$script:AgentJitter)*$script:AgentDelay)"" fullword ascii

      $s3 = ""if ($script:AgentDelay -ne 0){"" fullword ascii

   condition:

      ( uint16(0) == 0x660a and filesize < 100KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_PowerShell_Framework_Gen2 {

   meta:

      description = ""Detects Empire component - from files Invoke-CredentialInjection.ps1, Invoke-CredentialInjection.ps1, Invoke-DCSync.ps1, Invoke-DCSync.ps1, Invoke-Mimikatz.ps1, Invoke-PSInject.ps1, Invoke-PSInject.ps1, Invoke-ReflectivePEInjection.ps1, Invoke-ReflectivePEInjection.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""1be3e3ec0e364db0c00fad2c59c7041e23af4dd59c4cc7dc9dcf46ca507cd6c8""

      hash3 = ""a3428a7d4f9e677623fadff61b2a37d93461123535755ab0f296aa3b0396eb28""

      hash5 = ""4725a57a5f8b717ce316f104e9472e003964f8eae41a67fd8c16b4228e3d00b3""

      hash6 = ""61e5ca9c1e8759a78e2c2764169b425b673b500facaca43a26c69ff7e09f62c4""

      hash8 = ""eaff29dd0da4ac258d85ecf8b042d73edb01b4db48c68bded2a8b8418dc688b5""

   strings:

      $x1 = ""$DllMain = [System.Runtime.InteropServices.Marshal]::GetDelegateForFunctionPointer($DllMainPtr, $DllMainDelegate)"" fullword ascii

      $s20 = ""#Shellcode: CallDllMain.asm"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 4000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_PowerUp_Gen {

   meta:

      description = ""Detects Empire component - from files PowerUp.ps1, PowerUp.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""ad9a5dff257828ba5f15331d59dd4def3989537b3b6375495d0c08394460268c""

   strings:

      $s1 = ""$Result = sc.exe config $($TargetService.Name) binPath= $OriginalPath"" fullword ascii

      $s2 = ""$Result = sc.exe pause $($TargetService.Name)"" fullword ascii

   condition:

      ( uint16(0) == 0x233c and filesize < 2000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
"rule Empire_PowerShell_Framework_Gen1 {

   meta:

      description = ""Detects Empire component - from files Invoke-CredentialInjection.ps1, Invoke-DCSync.ps1, Invoke-Mimikatz.ps1, Invoke-PSInject.ps1, Invoke-ReflectivePEInjection.ps1""

      author = ""Florian Roth""

      reference = ""https://github.com/adaptivethreat/Empire""

      date = ""2016-11-05""

      super_rule = 1

      hash1 = ""1be3e3ec0e364db0c00fad2c59c7041e23af4dd59c4cc7dc9dcf46ca507cd6c8""

      hash2 = ""a3428a7d4f9e677623fadff61b2a37d93461123535755ab0f296aa3b0396eb28""

      hash3 = ""4725a57a5f8b717ce316f104e9472e003964f8eae41a67fd8c16b4228e3d00b3""

      hash4 = ""61e5ca9c1e8759a78e2c2764169b425b673b500facaca43a26c69ff7e09f62c4""

      hash5 = ""eaff29dd0da4ac258d85ecf8b042d73edb01b4db48c68bded2a8b8418dc688b5""

   strings:

      $s1 = ""Write-BytesToMemory -Bytes $Shellcode"" ascii

      $s2 = ""$GetCommandLineAAddrTemp = Add-SignedIntAsUnsigned $GetCommandLineAAddrTemp ($Shellcode1.Length)"" fullword ascii

   condition:

      ( uint16(0) == 0x7566 and filesize < 4000KB and 1 of them ) or all of them

}",yara,Super Rules,0,1,0,0.3,Filter
